Month,Cbs district,City symbol,Name,City or Regional council,Total jobseekers,Men,Weman,Academic,Non academic,Hh,Unemployed job seekers,Placement from reference,Estimated unemployed rate in city
2015-03,חיפה,6800,קריית אתא,יישוב,1603,740,863,133,1470,851,1570,51,5.13%
2015-03,חיפה,9500,קריית ביאליק,יישוב,1016,423,593,111,905,501,998,28,4.64%
2015-03,חיפה,2300,קריית טבעון,יישוב,186,96,90,56,130,42,180,3,2.15%
2015-03,חיפה,9600,קריית ים,יישוב,1501,712,789,143,1358,864,1465,52,6.78%
2015-03,חיפה,8200,קריית מוצקין,יישוב,1001,427,574,130,871,472,974,31,4.22%
2015-03,חיפה,922,רכסים,יישוב,149,70,79,7,142,85,134,0,3.77%
2015-03,ירושלים,472,אבו גוש,יישוב,291,137,154,3,288,209,286,2,9.10%
2015-03,ירושלים,2610,בית שמש,יישוב,1185,527,658,44,1141,499,1131,38,3.35%
2015-03,ירושלים,3000,ירושלים,יישוב,12610,5810,6800,1271,11339,7692,12331,199,4.13%
2015-03,ירושלים,26,מ.א. מטה יהודה,מועצה איזורית,569,269,300,92,477,128,563,0,2.35%
2015-03,ירושלים,1015,מבשרת ציון,יישוב,387,183,204,78,309,153,382,6,2.93%
2015-03,ירושלים,1137,קריית יערים,יישוב,37,13,24,5,32,16,36,0,2.54%
2015-03,תל אביב,2400,אור יהודה,יישוב,770,393,377,35,735,220,733,45,3.83%
2015-03,תל אביב,565,אזור,יישוב,160,80,80,17,143,31,155,6,2.36%
2015-03,תל אביב,6100,בני ברק,יישוב,2010,980,1030,48,1962,985,1906,35,3.31%
2015-03,תל אביב,6200,בת ים,יישוב,3091,1430,1661,364,2727,1103,2962,80,4.18%
2015-03,תל אביב,6300,גבעתיים,יישוב,731,336,395,298,433,95,724,7,2.34%
2015-03,תל אביב,6400,הרצלייה,יישוב,1071,498,573,251,820,37,1055,33,2.16%
2015-03,תל אביב,6600,חולון,יישוב,2966,1402,1564,248,2718,746,2898,79,2.92%
2015-03,תל אביב,267,כפר שמריהו,יישוב,13,4,9,5,8,0,13,0,1.54%
2015-03,תל אביב,2620,קריית אונו,יישוב,369,169,200,95,274,42,366,1,1.91%
2015-03,תל אביב,8600,רמת גן,יישוב,2063,941,1122,614,1449,416,2027,23,2.58%
2015-03,תל אביב,2650,רמת השרון,יישוב,403,162,241,121,282,12,396,4,1.77%
2015-03,תל אביב,5000,תל אביב -יפו,יישוב,7404,3636,3768,2232,5172,2031,7254,129,2.85%
2015-04,אזור יהודה והשומרון,3760,אורנית,יישוב,110,56,54,36,74,3,110,1,2.26%
2015-04,אזור יהודה והשומרון,3750,אלפי מנשה,יישוב,95,49,46,21,74,1,95,0,2.15%
2015-04,אזור יהודה והשומרון,3560,אלקנה,יישוב,28,16,12,10,18,1,28,0,1.48%
2015-04,אזור יהודה והשומרון,3650,אפרת,יישוב,57,26,31,17,40,4,57,2,1.32%
2015-04,אזור יהודה והשומרון,3570,אריאל,יישוב,313,147,166,55,258,62,312,7,2.89%
2015-04,אזור יהודה והשומרון,3574,בית אל,יישוב,38,17,21,11,27,12,38,0,1.57%
2015-04,אזור יהודה והשומרון,3652,בית אריה,יישוב,44,21,23,6,38,2,44,0,1.65%
2015-04,אזור יהודה והשומרון,3780,ביתר עילית,יישוב,551,281,270,8,543,278,548,0,4.11%
2015-04,אזור יהודה והשומרון,3730,גבעת זאב,יישוב,207,103,104,37,170,49,206,3,2.64%
2015-04,אזור יהודה והשומרון,3769,הר אדר,יישוב,33,14,19,18,15,4,33,0,1.56%
2015-04,אזור יהודה והשומרון,76,מ.א. גוש עציון,מועצה איזורית,145,79,66,46,99,18,144,0,1.49%
2015-04,אזור יהודה והשומרון,78,מ.א. הר חברון,מועצה איזורית,63,30,33,20,43,6,62,0,1.77%
2015-04,אזור יהודה והשומרון,74,מ.א. מגילות ים המלח,מועצה איזורית,16,8,8,3,13,2,16,0,1.99%
2015-04,אזור יהודה והשומרון,73,מ.א. מטה בנימין,מועצה איזורית,606,298,308,174,432,131,602,0,2.40%
2015-04,אזור יהודה והשומרון,75,מ.א. ערבות הירדן,מועצה איזורית,52,24,28,15,37,4,52,0,2.14%
2015-04,אזור יהודה והשומרון,72,מ.א. שומרון,מועצה איזורית,377,198,179,79,298,47,373,0,2.21%
2015-04,אזור יהודה והשומרון,3797,מודיעין עילית,יישוב,400,137,263,15,385,64,398,5,2.83%
2015-04,אזור יהודה והשומרון,3616,מעלה אדומים,יישוב,624,267,357,56,568,185,621,12,3.02%
2015-04,אזור יהודה והשומרון,3608,מעלה אפרים,יישוב,33,15,18,1,32,7,33,1,3.98%
2015-04,אזור יהודה והשומרון,3660,עמנואל,יישוב,51,31,20,1,50,36,51,0,4.36%
2015-04,אזור יהודה והשומרון,3557,קדומים,יישוב,35,16,19,13,22,6,35,1,1.86%
2015-04,אזור יהודה והשומרון,3611,קריית ארבע,יישוב,114,54,60,14,100,62,111,4,3.38%
2015-04,אזור יהודה והשומרון,3640,קרני שומרון,יישוב,63,34,29,14,49,12,63,1,1.67%
2015-04,הדרום,31,אופקים,יישוב,1099,473,626,52,1047,676,1081,30,7.99%
2015-04,הדרום,2600,אילת,יישוב,1218,585,633,53,1165,510,1184,46,3.49%
2015-04,הדרום,70,אשדוד,יישוב,5898,2520,3378,654,5244,2978,5735,122,5.20%
2015-04,הדרום,7100,אשקלון,יישוב,3993,1696,2297,303,3690,2054,3654,123,5.12%
2015-04,הדרום,9000,באר שבע,יישוב,6555,2993,3562,729,5826,3733,6383,102,5.96%
2015-04,הדרום,2200,דימונה,יישוב,1962,890,1072,98,1864,1284,1896,86,9.97%
2015-04,הדרום,1303,חורה,יישוב,769,327,442,6,763,693,764,1,17.78%
2015-04,הדרום,831,ירוחם,יישוב,392,195,197,15,377,240,377,24,7.79%
2015-04,הדרום,1059,כסיפה,יישוב,1005,405,600,1,1004,914,1002,3,20.92%
2015-04,הדרום,1271,להבים,יישוב,36,17,19,16,20,5,35,0,0.97%
2015-04,הדרום,1060,לקיה,יישוב,889,401,488,2,887,815,877,0,19.58%
2015-04,הדרום,69,מ.א. אל קסום,מועצה איזורית,743,328,415,5,738,672,738,0,45.81%
2015-04,הדרום,38,מ.א. אשכול,מועצה איזורית,113,54,59,18,95,16,113,0,1.66%
2015-04,הדרום,33,מ.א. באר טוביה,מועצה איזורית,260,105,155,47,213,53,259,0,2.37%
2015-04,הדרום,41,מ.א. בני שמעון,מועצה איזורית,71,34,37,17,54,10,70,1,1.60%
2015-04,הדרום,54,מ.א. הערבה התיכונה,מועצה איזורית,29,10,19,9,20,2,29,0,1.60%
2015-04,הדרום,53,מ.א. חבל אילות,מועצה איזורית,14,8,6,2,12,0,14,1,0.59%
2015-04,הדרום,36,מ.א. חוף אשקלון,מועצה איזורית,210,89,121,17,193,57,201,0,2.43%
2015-04,הדרום,35,מ.א. יואב,מועצה איזורית,96,36,60,20,76,16,96,0,2.41%
2015-04,הדרום,50,מ.א. לכיש,מועצה איזורית,189,88,101,13,176,54,188,0,3.74%
2015-04,הדרום,42,מ.א. מרחבים,מועצה איזורית,182,76,106,23,159,44,182,0,3.08%
2015-04,הדרום,68,מ.א. נווה מדבר,מועצה איזורית,101,38,63,0,101,81,100,0,10.37%
2015-04,הדרום,48,מ.א. רמת נגב,מועצה איזורית,237,117,120,15,222,177,237,1,7.49%
2015-04,הדרום,39,מ.א. שדות נגב,מועצה איזורית,127,53,74,15,112,32,124,0,2.75%
2015-04,הדרום,37,מ.א. שער הנגב,מועצה איזורית,102,52,50,29,73,29,99,0,2.55%
2015-04,הדרום,34,מ.א. שפיר,מועצה איזורית,159,82,77,7,152,59,157,0,3.34%
2015-04,הדרום,51,מ.א. תמר,מועצה איזורית,17,8,9,3,14,4,17,0,2.69%
2015-04,הדרום,1268,מיתר,יישוב,65,25,40,19,46,9,64,1,1.43%
2015-04,הדרום,99,מצפה רמון,יישוב,242,107,135,9,233,165,234,11,8.52%
2015-04,הדרום,246,נתיבות,יישוב,1016,460,556,49,967,502,989,26,6.64%
2015-04,הדרום,666,עומר,יישוב,47,18,29,12,35,4,47,0,1.12%
2015-04,הדרום,2560,ערד,יישוב,818,375,443,70,748,399,801,25,6.44%
2015-04,הדרום,1192,ערערה-בנגב,יישוב,1074,460,614,6,1068,967,1063,0,24.26%
2015-04,הדרום,2630,קריית גת,יישוב,1962,813,1149,96,1866,993,1902,32,6.63%
2015-04,הדרום,1034,קריית מלאכי,יישוב,1013,433,580,15,998,559,980,55,8.25%
2015-04,הדרום,1161,רהט,יישוב,3051,1326,1725,9,3042,2556,3027,31,14.88%
2015-04,הדרום,1286,שגב-שלום,יישוב,549,216,333,0,549,445,544,1,18.38%
2015-04,הדרום,1031,שדרות,יישוב,986,466,520,50,936,592,945,13,6.99%
2015-04,הדרום,1054,תל שבע,יישוב,1118,542,576,2,1116,1012,1107,6,21.30%
2015-04,המרכז,1066,"בני עי""ש",יישוב,183,91,92,30,153,65,181,4,4.49%
2015-04,המרכז,182,אבן יהודה,יישוב,148,71,77,29,119,14,148,0,2.15%
2015-04,המרכז,41,אליכין,יישוב,65,35,30,9,56,21,63,1,3.25%
2015-04,המרכז,1309,אלעד,יישוב,381,168,213,10,371,59,374,1,2.88%
2015-04,המרכז,2530,באר יעקב,יישוב,237,99,138,40,197,43,232,3,2.32%
2015-04,המרכז,466,בית דגן,יישוב,97,52,45,4,93,31,97,0,2.61%
2015-04,המרכז,681,גבעת שמואל,יישוב,245,115,130,42,203,58,239,2,1.97%
2015-04,המרכז,2550,גדרה,יישוב,341,145,196,82,259,102,333,6,2.67%
2015-04,המרכז,627,ג'לג'וליה,יישוב,95,47,48,3,92,59,91,0,2.41%
2015-04,המרכז,166,גן יבנה,יישוב,359,141,218,46,313,79,355,3,2.92%
2015-04,המרכז,229,גני תקווה,יישוב,188,76,112,67,121,24,188,1,2.08%
2015-04,המרכז,9700,הוד השרון,יישוב,559,239,320,147,412,50,556,8,1.80%
2015-04,המרכז,1290,זמר,יישוב,154,51,103,1,153,105,153,9,5.13%
2015-04,המרכז,2730,טייבה,יישוב,1520,679,841,26,1494,1259,1393,27,7.80%
2015-04,המרכז,2720,טירה,יישוב,259,132,127,11,248,118,258,12,2.25%
2015-04,המרכז,2660,יבנה,יישוב,858,402,456,92,766,277,854,23,3.48%
2015-04,המרכז,9400,יהוד,יישוב,406,186,220,40,366,58,395,8,2.45%
2015-04,המרכז,1224,כוכב יאיר,יישוב,91,37,54,39,52,0,91,0,1.58%
2015-04,המרכז,633,כפר ברא,יישוב,27,11,16,1,26,9,26,0,1.81%
2015-04,המרכז,168,כפר יונה,יישוב,312,140,172,46,266,54,310,10,2.75%
2015-04,המרכז,6900,כפר סבא,יישוב,1222,538,684,347,875,138,1209,16,2.27%
2015-04,המרכז,634,כפר קאסם,יישוב,207,96,111,7,200,108,203,4,2.20%
2015-04,המרכז,7000,לוד,יישוב,1930,912,1018,134,1796,1055,1905,21,5.35%
2015-04,המרכז,28,מ.א. ברנר,מועצה איזורית,68,36,32,21,47,5,68,0,1.67%
2015-04,המרכז,32,מ.א. גדרות,מועצה איזורית,40,14,26,16,24,4,40,1,1.63%
2015-04,המרכז,30,מ.א. גזר,מועצה איזורית,240,109,131,86,154,26,236,0,1.79%
2015-04,המרכז,27,מ.א. גן רווה,מועצה איזורית,55,23,32,13,42,4,55,0,1.88%
2015-04,המרכז,20,מ.א. דרום השרון,מועצה איזורית,291,123,168,91,200,13,288,0,1.84%
2015-04,המרכז,29,מ.א. חבל יבנה,מועצה איזורית,30,14,16,10,20,5,30,0,1.21%
2015-04,המרכז,25,מ.א. חבל מודיעין,מועצה איזורית,229,89,140,73,156,13,229,0,2.13%
2015-04,המרכז,19,מ.א. חוף השרון,מועצה איזורית,98,48,50,27,71,6,98,0,1.75%
2015-04,המרכז,18,מ.א. לב השרון,מועצה איזורית,228,99,129,41,187,29,228,0,2.07%
2015-04,המרכז,31,מ.א. נחל שורק,מועצה איזורית,50,25,25,6,44,4,50,30,1.17%
2015-04,המרכז,16,מ.א. עמק חפר,מועצה איזורית,366,153,213,85,281,24,364,0,1.85%
2015-04,המרכז,40,מ.א. עמק לוד,מועצה איזורית,115,51,64,23,92,16,115,0,1.86%
2015-04,המרכז,1200,מודיעין-מכבים-רעות*,יישוב,881,371,510,305,576,55,874,10,1.94%
2015-04,המרכז,28,מזכרת בתיה,יישוב,159,74,85,40,119,29,159,0,2.12%
2015-04,המרכז,7200,נס ציונה,יישוב,585,279,306,144,441,169,582,2,2.43%
2015-04,המרכז,7400,נתניה,יישוב,4032,1880,2152,322,3710,1382,3964,96,3.75%
2015-04,המרכז,587,סביון*,יישוב,15,4,11,6,9,0,15,0,0.76%
2015-04,המרכז,171,פרדסייה,יישוב,74,32,42,12,62,8,74,0,1.95%
2015-04,המרכז,7900,פתח תקווה,יישוב,3824,1702,2122,770,3054,976,3765,33,2.99%
2015-04,המרכז,195,קדימה-צורן,יישוב,272,109,163,45,227,36,270,3,2.42%
2015-04,המרכז,638,קלנסווה,יישוב,591,255,336,7,584,491,551,7,6.18%
2015-04,המרכז,469,קריית עקרון,יישוב,235,117,118,9,226,114,234,5,3.88%
2015-04,המרכז,2640,ראש העין,יישוב,687,315,372,79,608,145,682,20,2.70%
2015-04,המרכז,8300,ראשון לציון,יישוב,4120,1804,2316,523,3597,1202,4099,64,2.94%
2015-04,המרכז,8400,רחובות,יישוב,2321,1055,1266,470,1851,895,2269,38,3.29%
2015-04,המרכז,8500,רמלה,יישוב,1603,757,846,89,1514,697,1555,37,4.11%
2015-04,המרכז,8700,רעננה,יישוב,712,326,386,225,487,63,709,7,1.91%
2015-04,המרכז,1304,שוהם,יישוב,175,81,94,70,105,10,175,1,1.50%
2015-04,המרכז,154,תל מונד,יישוב,140,74,66,21,119,18,140,0,2.17%
2015-04,הצפון,473,אבו סנאן,יישוב,664,274,390,6,658,525,654,5,10.92%
2015-04,הצפון,478,אכסאל,יישוב,552,271,281,14,538,447,536,2,9.24%
2015-04,הצפון,529,אעבלין,יישוב,563,233,330,8,555,460,561,6,9.57%
2015-04,הצפון,482,בועיינה-נוג'ידאת,יישוב,435,181,254,8,427,328,424,9,10.67%
2015-04,הצפון,4001,בוקעאתא,יישוב,407,161,246,3,404,334,388,0,13.92%
2015-04,הצפון,998,ביר אל-מכסור,יישוב,423,163,260,1,422,324,418,0,10.65%
2015-04,הצפון,480,בית ג'ן,יישוב,393,129,264,4,389,278,385,1,6.82%
2015-04,הצפון,9200,בית שאן,יישוב,784,353,431,20,764,392,766,44,7.44%
2015-04,הצפון,944,בסמת טבעון,יישוב,213,102,111,3,210,157,210,3,6.35%
2015-04,הצפון,483,בענה,יישוב,347,154,193,7,340,278,342,11,9.89%
2015-04,הצפון,1292,ג'דיידה-מכר,יישוב,1308,569,739,3,1305,1089,1285,18,13.49%
2015-04,הצפון,485,ג'ולס,יישוב,210,65,145,2,208,156,207,5,6.66%
2015-04,הצפון,487,ג'ש (גוש חלב),יישוב,64,31,33,5,59,36,62,0,3.74%
2015-04,הצפון,489,דבורייה,יישוב,366,168,198,21,345,258,365,2,8.39%
2015-04,הצפון,490,דייר אל-אסד,יישוב,352,154,198,5,347,284,352,5,6.71%
2015-04,הצפון,492,דייר חנא,יישוב,664,292,372,8,656,511,657,0,13.30%
2015-04,הצפון,975,זרזיר,יישוב,259,116,143,3,256,187,256,3,7.74%
2015-04,הצפון,496,חורפיש,יישוב,112,49,63,5,107,68,110,1,3.84%
2015-04,הצפון,2034,חצור הגלילית,יישוב,284,128,156,14,270,132,278,11,5.65%
2015-04,הצפון,6700,טבריה,יישוב,1536,732,804,64,1472,911,1368,49,6.24%
2015-04,הצפון,962,טובא-זנגרייה,יישוב,374,171,203,6,368,246,367,2,11.96%
2015-04,הצפון,498,טורעאן,יישוב,499,200,299,11,488,426,473,7,8.19%
2015-04,הצפון,8900,טמרה,יישוב,1913,830,1083,11,1902,1673,1895,17,12.94%
2015-04,הצפון,1295,יאנוח-ג'ת,יישוב,170,63,107,10,160,93,170,4,5.73%
2015-04,הצפון,46,יבנאל,יישוב,115,66,49,5,110,95,92,0,5.81%
2015-04,הצפון,29,יסוד המעלה,יישוב,13,3,10,2,11,2,13,0,1.52%
2015-04,הצפון,499,יפיע,יישוב,644,285,359,21,623,504,626,2,7.81%
2015-04,הצפון,240,יקנעם עילית,יישוב,434,175,259,58,376,134,428,22,3.52%
2015-04,הצפון,502,ירכא,יישוב,600,240,360,1,599,459,596,3,9.10%
2015-04,הצפון,504,כאבול,יישוב,652,278,374,6,646,556,649,3,12.78%
2015-04,הצפון,505,כאוכב אבו אל-היג'א,יישוב,216,92,124,7,209,184,214,0,12.27%
2015-04,הצפון,1296,כסרא-סמיע,יישוב,209,90,119,7,202,140,203,1,5.76%
2015-04,הצפון,978,כעביה-טבאש-חג'אג'רה,יישוב,194,74,120,5,189,133,191,1,8.02%
2015-04,הצפון,1263,כפר ורדים,יישוב,54,27,27,22,32,7,54,0,1.76%
2015-04,הצפון,507,כפר יאסיף,יישוב,430,201,229,1,429,340,418,6,8.15%
2015-04,הצפון,508,כפר כמא,יישוב,54,25,29,2,52,24,52,0,3.08%
2015-04,הצפון,509,כפר כנא,יישוב,1108,484,624,26,1082,921,1054,15,11.78%
2015-04,הצפון,510,כפר מנדא,יישוב,1003,466,537,8,995,734,963,17,12.89%
2015-04,הצפון,47,כפר תבור,יישוב,54,19,35,17,37,2,52,0,2.26%
2015-04,הצפון,1139,כרמיאל,יישוב,1504,622,882,204,1300,742,1451,35,5.55%
2015-04,הצפון,65,מ.א. אל-בטוף,מועצה איזורית,376,143,233,6,370,312,364,0,12.51%
2015-04,הצפון,66,מ.א. בוסתן אל-מרג',מועצה איזורית,43,15,28,1,42,35,43,1,1.40%
2015-04,הצפון,71,מ.א. גולן,מועצה איזורית,166,76,90,26,140,15,164,0,1.91%
2015-04,הצפון,8,מ.א. הגלבוע,מועצה איזורית,751,303,448,57,694,466,744,0,5.16%
2015-04,הצפון,1,מ.א. הגליל העליון,מועצה איזורית,172,89,83,25,147,32,170,0,1.93%
2015-04,הצפון,3,מ.א. הגליל התחתון,מועצה איזורית,111,38,73,25,86,10,108,0,1.85%
2015-04,הצפון,55,מ.א. מבואות החרמון,מועצה איזורית,101,39,62,10,91,12,101,0,2.53%
2015-04,הצפון,13,מ.א. מגידו,מועצה איזורית,106,40,66,31,75,7,106,0,1.87%
2015-04,הצפון,4,מ.א. מטה אשר,מועצה איזורית,451,204,247,47,404,192,448,0,3.27%
2015-04,הצפון,52,מ.א. מעלה יוסף,מועצה איזורית,156,79,77,27,129,55,155,0,2.81%
2015-04,הצפון,2,מ.א. מרום הגליל,מועצה איזורית,256,132,124,18,238,124,251,0,3.68%
2015-04,הצפון,56,מ.א. משגב,מועצה איזורית,481,192,289,66,415,262,478,0,3.68%
2015-04,הצפון,6,מ.א. עמק הירדן,מועצה איזורית,153,64,89,29,124,32,142,0,2.10%
2015-04,הצפון,7,מ.א. עמק המעיינות,מועצה איזורית,172,74,98,26,146,39,168,0,2.59%
2015-04,הצפון,9,מ.א. עמק יזרעאל,מועצה איזורית,324,121,203,124,200,39,320,0,1.65%
2015-04,הצפון,481,מגאר,יישוב,1481,602,879,11,1470,1267,1463,12,14.58%
2015-04,הצפון,516,מג'ד אל-כרום,יישוב,488,221,267,7,481,370,482,13,7.22%
2015-04,הצפון,65,מגדל,יישוב,44,16,28,5,39,14,40,0,4.20%
2015-04,הצפון,874,מגדל העמק,יישוב,837,386,451,50,787,347,802,55,5.88%
2015-04,הצפון,4201,מג'דל שמס,יישוב,466,175,291,8,458,369,447,4,9.04%
2015-04,הצפון,517,מזרעה,יישוב,176,67,109,2,174,139,170,0,8.48%
2015-04,הצפון,43,מטולה,יישוב,27,17,10,3,24,6,27,0,2.57%
2015-04,הצפון,4203,מסעדה,יישוב,212,87,125,4,208,171,207,1,12.06%
2015-04,הצפון,518,מעיליא,יישוב,53,26,27,7,46,24,53,1,3.27%
2015-04,הצפון,1063,מעלות-תרשיחא,יישוב,782,361,421,85,697,455,769,19,6.50%
2015-04,הצפון,520,משהד,יישוב,281,114,167,8,273,223,269,3,8.22%
2015-04,הצפון,9100,נהרייה,יישוב,1827,853,974,142,1685,1056,1788,72,5.76%
2015-04,הצפון,522,נחף,יישוב,397,183,214,9,388,315,394,7,7.71%
2015-04,הצפון,7300,נצרת,יישוב,3275,1495,1780,99,3176,2574,3187,14,9.14%
2015-04,הצפון,1061,נצרת עילית,יישוב,1637,742,895,127,1510,882,1493,65,6.39%
2015-04,הצפון,525,סאג'ור,יישוב,110,35,75,4,106,69,110,0,5.56%
2015-04,הצפון,7500,סח'נין,יישוב,2105,876,1229,14,2091,1792,2094,8,14.67%
2015-04,הצפון,4501,ע'ג'ר,יישוב,100,43,57,0,100,55,99,1,9.27%
2015-04,הצפון,530,עיילבון,יישוב,163,67,96,1,162,118,161,2,5.82%
2015-04,הצפון,511,עילוט,יישוב,344,148,196,5,339,272,334,1,11.49%
2015-04,הצפון,532,עין מאהל,יישוב,491,240,251,7,484,412,473,3,8.89%
2015-04,הצפון,4502,עין קנייא,יישוב,151,64,87,1,150,126,145,0,14.00%
2015-04,הצפון,7600,עכו,יישוב,2921,1371,1550,114,2807,2201,2862,46,10.74%
2015-04,הצפון,7700,עפולה,יישוב,1541,659,882,122,1419,679,1503,47,5.86%
2015-04,הצפון,531,עראבה,יישוב,1572,660,912,26,1546,1338,1561,3,15.01%
2015-04,הצפון,535,פסוטה,יישוב,104,48,56,5,99,63,104,1,5.99%
2015-04,הצפון,536,פקיעין (בוקייעה),יישוב,116,69,47,7,109,75,114,1,4.06%
2015-04,הצפון,8000,צפת,יישוב,1334,724,610,53,1281,963,1274,22,9.32%
2015-04,הצפון,4100,קצרין,יישוב,187,86,101,16,171,83,183,3,4.55%
2015-04,הצפון,2800,קריית שמונה,יישוב,697,317,380,37,660,329,673,40,5.14%
2015-04,הצפון,543,ראמה,יישוב,289,121,168,12,277,215,286,1,7.25%
2015-04,הצפון,26,ראש פינה,יישוב,39,14,25,5,34,15,39,1,2.44%
2015-04,הצפון,542,ריינה,יישוב,631,271,360,8,623,500,600,4,8.67%
2015-04,הצפון,122,רמת ישי,יישוב,107,48,59,24,83,17,105,2,2.51%
2015-04,הצפון,913,שבלי - אום אל-גנם,יישוב,211,93,118,6,205,142,210,1,7.88%
2015-04,הצפון,812,שלומי,יישוב,205,90,115,12,193,104,202,6,5.61%
2015-04,הצפון,538,שעב,יישוב,530,214,316,2,528,476,526,1,16.86%
2015-04,הצפון,8800,שפרעם,יישוב,1920,767,1153,20,1900,1554,1897,34,10.27%
2015-04,חיפה,1326,"בסמ""ה",יישוב,408,185,223,4,404,308,407,2,9.96%
2015-04,חיפה,2710,אום אל-פחם,יישוב,3582,1497,2085,26,3556,3052,3507,25,16.14%
2015-04,חיפה,1020,אור עקיבא,יישוב,524,248,276,36,488,184,505,17,4.93%
2015-04,חיפה,6000,באקה אל-גרביה,יישוב,635,303,332,5,630,371,632,18,5.35%
2015-04,חיפה,9800,בנימינה-גבעת עדה*,יישוב,205,96,109,54,151,57,204,1,2.79%
2015-04,חיפה,541,ג'סר א-זרקא,יישוב,435,227,208,0,435,315,433,3,7.10%
2015-04,חיפה,628,ג'ת,יישוב,222,115,107,7,215,132,221,6,4.17%
2015-04,חיפה,494,דאלית אל-כרמל,יישוב,503,212,291,11,492,266,489,5,5.87%
2015-04,חיפה,9300,זכרון יעקב,יישוב,250,109,141,63,187,51,250,1,2.24%
2015-04,חיפה,6500,חדרה,יישוב,2169,935,1234,237,1932,816,2074,49,4.13%
2015-04,חיפה,4000,חיפה,יישוב,5983,2935,3048,1049,4934,3212,5745,110,4.10%
2015-04,חיפה,1247,חריש,יישוב,30,17,13,5,25,7,30,0,1.87%
2015-04,חיפה,2100,טירת כרמל,יישוב,733,353,380,24,709,397,720,18,6.34%
2015-04,חיפה,654,כפר קרע,יישוב,390,163,227,3,387,246,386,9,4.50%
2015-04,חיפה,45,מ.א. אלונה,מועצה איזורית,20,6,14,5,15,4,20,0,1.87%
2015-04,חיפה,12,מ.א. זבולון,מועצה איזורית,256,126,130,23,233,178,255,0,4.58%
2015-04,חיפה,15,מ.א. חוף הכרמל,מועצה איזורית,288,120,168,62,226,59,286,0,2.02%
2015-04,חיפה,14,מ.א. מנשה,מועצה איזורית,248,105,143,56,192,71,246,0,3.07%
2015-04,חיפה,1327,מעלה עירון,יישוב,913,356,557,9,904,758,900,10,14.84%
2015-04,חיפה,2500,נשר,יישוב,450,227,223,79,371,186,439,6,3.42%
2015-04,חיפה,534,עספיא,יישוב,328,144,184,9,319,168,315,6,5.52%
2015-04,חיפה,637,ערערה,יישוב,598,263,335,2,596,379,588,7,7.16%
2015-04,חיפה,537,פוריידיס,יישוב,395,199,196,4,391,268,392,2,6.87%
2015-04,חיפה,7800,פרדס חנה-כרכור,יישוב,836,399,437,130,706,254,826,13,4.05%
2015-04,חיפה,6800,קריית אתא,יישוב,1486,682,804,134,1352,821,1465,29,4.81%
2015-04,חיפה,9500,קריית ביאליק,יישוב,947,393,554,111,836,476,936,21,4.36%
2015-04,חיפה,2300,קריית טבעון,יישוב,165,85,80,53,112,37,160,1,1.92%
2015-04,חיפה,9600,קריית ים,יישוב,1412,664,748,127,1285,816,1385,19,6.44%
2015-04,חיפה,8200,קריית מוצקין,יישוב,949,398,551,127,822,461,929,13,4.03%
2015-04,חיפה,922,רכסים,יישוב,140,64,76,7,133,74,130,0,3.66%
2015-04,ירושלים,472,אבו גוש,יישוב,277,131,146,3,274,201,276,1,8.81%
2015-04,ירושלים,2610,בית שמש,יישוב,1114,498,616,40,1074,478,1083,19,3.21%
2015-04,ירושלים,3000,ירושלים,יישוב,12060,5501,6559,1220,10840,7528,11863,100,3.98%
2015-04,ירושלים,26,מ.א. מטה יהודה,מועצה איזורית,540,256,284,98,442,117,534,1,2.23%
2015-04,ירושלים,1015,מבשרת ציון,יישוב,370,185,185,66,304,142,366,4,2.81%
2015-04,ירושלים,1137,קריית יערים,יישוב,32,12,20,1,31,17,32,0,2.27%
2015-04,תל אביב,2400,אור יהודה,יישוב,707,339,368,40,667,215,677,16,3.55%
2015-04,תל אביב,565,אזור,יישוב,145,77,68,15,130,26,144,1,2.20%
2015-04,תל אביב,6100,בני ברק,יישוב,1964,957,1007,58,1906,961,1874,17,3.26%
2015-04,תל אביב,6200,בת ים,יישוב,2888,1345,1543,349,2539,1063,2794,55,3.96%
2015-04,תל אביב,6300,גבעתיים,יישוב,694,303,391,284,410,94,691,6,2.24%
2015-04,תל אביב,6400,הרצלייה,יישוב,985,442,543,274,711,28,978,15,2.00%
2015-04,תל אביב,6600,חולון,יישוב,2763,1297,1466,307,2456,684,2733,64,2.75%
2015-04,תל אביב,267,כפר שמריהו,יישוב,14,5,9,6,8,0,14,0,1.65%
2015-04,תל אביב,2620,קריית אונו,יישוב,344,156,188,97,247,42,343,0,1.79%
2015-04,תל אביב,8600,רמת גן,יישוב,1929,884,1045,600,1329,402,1903,10,2.42%
2015-04,תל אביב,2650,רמת השרון,יישוב,372,133,239,133,239,7,370,5,1.66%
2015-04,תל אביב,5000,תל אביב -יפו,יישוב,6896,3351,3545,2129,4767,1931,6801,70,2.68%
2015-05,אזור יהודה והשומרון,3760,אורנית,יישוב,108,51,57,39,69,3,108,2,2.21%
2015-05,אזור יהודה והשומרון,3750,אלפי מנשה,יישוב,100,49,51,33,67,1,100,3,2.26%
2015-05,אזור יהודה והשומרון,3560,אלקנה,יישוב,24,11,13,9,15,1,24,0,1.27%
2015-05,אזור יהודה והשומרון,3650,אפרת,יישוב,53,30,23,17,36,3,53,2,1.23%
